link_id,from_node_id,to_node_id,dir_flag,length,lanes,capacity,free_speed,link_type_name,link_type,geometry,macro_node_id,macro_link_id,mvmt_txt_id,allowed_uses
245,1600,1603,1,22.31,1,1200,40,tertiary,5,"LINESTRING (80.2519725 12.9996448, 80.2519429 12.9994452)",16,,SBT,auto
246,1600,1604,1,24.45,1,1200,40,tertiary,5,"LINESTRING (80.2519725 12.9996448, 80.2521301 12.9994867)",16,,SBL,auto
247,1602,1601,1,25.23,1,1200,40,tertiary,5,"LINESTRING (80.2520358 12.9994186, 80.2520693 12.9996443)",16,,NBT,auto
248,1602,1604,1,12.7,1,1200,40,tertiary,5,"LINESTRING (80.2520358 12.9994186, 80.2521301 12.9994867)",16,,NBR,auto
249,1605,1601,1,9.69,1,1200,40,tertiary,5,"LINESTRING (80.2521318 12.9995817, 80.2520693 12.9996443)",16,,WBR,auto
250,1605,1603,1,25.45,1,1200,40,tertiary,5,"LINESTRING (80.2521318 12.9995817, 80.2519429 12.9994452)",16,,WBL,auto
251,1800,1802,1,15.57,1,1200,40,tertiary,5,"LINESTRING (80.2524565 12.9950610, 80.2523197 12.9950183)",18,,WBT,auto
252,1800,1805,1,20.79,1,1200,40,tertiary,5,"LINESTRING (80.2524565 12.9950610, 80.2523803 12.9948885)",18,,WBL,auto
253,1800,1806,1,8.24,1,1200,40,tertiary,5,"LINESTRING (80.2524565 12.9950610, 80.2524144 12.9951230)",18,,WBR,auto
254,1803,1801,1,16.38,1,1200,40,tertiary,5,"LINESTRING (80.2523357 12.9949570, 80.2524796 12.9950019)",18,,EBT,auto
255,1803,1805,1,8.99,1,1200,40,tertiary,5,"LINESTRING (80.2523357 12.9949570, 80.2523803 12.9948885)",18,,EBR,auto
256,1803,1806,1,20.25,1,1200,40,tertiary,5,"LINESTRING (80.2523357 12.9949570, 80.2524144 12.9951230)",18,,EBL,auto
257,1804,1801,1,9.9,1,1200,40,tertiary,5,"LINESTRING (80.2524740 12.9949125, 80.2524796 12.9950019)",18,,NBR,auto
258,1804,1802,1,20.42,1,1200,40,tertiary,5,"LINESTRING (80.2524740 12.9949125, 80.2523197 12.9950183)",18,,NBL,auto
259,1804,1806,1,24.16,1,1200,40,tertiary,5,"LINESTRING (80.2524740 12.9949125, 80.2524144 12.9951230)",18,,NBT,auto
260,1807,1801,1,20.07,1,1200,40,tertiary,5,"LINESTRING (80.2523215 12.9950961, 80.2524796 12.9950019)",18,,SBL,auto
261,1807,1802,1,8.61,1,1200,40,tertiary,5,"LINESTRING (80.2523215 12.9950961, 80.2523197 12.9950183)",18,,SBR,auto
262,1807,1805,1,23.83,1,1200,40,tertiary,5,"LINESTRING (80.2523215 12.9950961, 80.2523803 12.9948885)",18,,SBT,auto
263,1900,1902,1,20.09,1,1200,40,tertiary,5,"LINESTRING (80.2505137 12.9945669, 80.2503307 12.9945385)",19,,WBT,auto
264,1903,1901,1,20.07,1,1200,40,tertiary,5,"LINESTRING (80.2503542 12.9944464, 80.2505292 12.9945054)",19,,EBT,auto
265,2400,2402,1,9.58,2,1600,60,secondary,4,"LINESTRING (80.2549595 12.9836493, 80.2549107 12.9837215)",24,,NBR,auto
266,2403,2401,1,6.61,1,1600,60,secondary,4,"LINESTRING (80.2548632 12.9835468, 80.2548690 12.9836063)",24,,NBR,auto
267,2403,2402,1,20.0,1,1600,60,secondary,4,"LINESTRING (80.2548632 12.9835468, 80.2549107 12.9837215)",24,,NBT,auto
268,2501,2500,1,29.53,3,1800,40,primary,3,"LINESTRING (80.2425852 13.0065882, 80.2428390 13.0066849)",25,,EBT,auto
269,2503,2500,1,7.55,1,1800,80,primary,3,"LINESTRING (80.2428390 13.0066167, 80.2428390 13.0066849)",25,,WBR,auto
270,2503,2502,1,29.51,2,1800,80,primary,3,"LINESTRING (80.2428390 13.0066167, 80.2425860 13.0067148)",25,,WBT,auto
271,2700,2701,1,16.0,1,1800,80,primary,3,"LINESTRING (80.2400863 13.0069570, 80.2402311 13.0069293)",27,,EBT,auto
272,2700,2703,1,18.02,2,1800,80,primary,3,"LINESTRING (80.2400863 13.0069570, 80.2402292 13.0070401)",27,,EBL,auto
273,2702,2701,1,7.93,1,1600,60,secondary,4,"LINESTRING (80.2402109 13.0068605, 80.2402311 13.0069293)",27,,NBR,auto
274,2702,2703,1,19.97,1,1600,60,secondary,4,"LINESTRING (80.2402109 13.0068605, 80.2402292 13.0070401)",27,,NBT,auto
275,2801,2803,1,25.9,2,1200,40,tertiary,5,"LINESTRING (80.2307602 12.9839459, 80.2308758 12.9837410)",28,,SBT,auto
276,2802,2800,1,14.68,2,1200,40,tertiary,5,"LINESTRING (80.2309224 12.9838242, 80.2308569 12.9839403)",28,,NBT,auto
277,2900,2902,1,25.76,2,1200,40,tertiary,5,"LINESTRING (80.2309367 12.9854615, 80.2307643 12.9856217)",29,,NBL,auto
278,2903,2901,1,18.46,2,1200,40,tertiary,5,"LINESTRING (80.2307227 12.9855349, 80.2308485 12.9854225)",29,,EBR,auto
279,3100,3102,1,16.76,2,1200,40,tertiary,5,"LINESTRING (80.2514811 12.9985690, 80.2515124 12.9987174)",31,,NBR,auto
280,3103,3101,1,26.16,2,1200,40,tertiary,5,"LINESTRING (80.2514364 12.9987763, 80.2513875 12.9985446)",31,,SBL,auto
281,3300,3302,1,16.01,1,1600,60,secondary,4,"LINESTRING (80.2218688 12.9824898, 80.2219015 12.9826310)",33,,NBT,auto
282,3300,3305,1,9.85,1,1600,60,secondary,4,"LINESTRING (80.2218688 12.9824898, 80.2219579 12.9825073)",33,,NBR,auto
283,3303,3301,1,15.99,1,1600,60,secondary,4,"LINESTRING (80.2218386 12.9826449, 80.2218059 12.9825039)",33,,SBT,auto
284,3303,3305,1,19.97,1,1600,60,secondary,4,"LINESTRING (80.2218386 12.9826449, 80.2219579 12.9825073)",33,,SBL,auto
285,3304,3301,1,20.77,1,1200,40,tertiary,5,"LINESTRING (80.2219695 12.9826016, 80.2218059 12.9825039)",33,,WBL,auto
286,3304,3302,1,8.05,1,1200,40,tertiary,5,"LINESTRING (80.2219695 12.9826016, 80.2219015 12.9826310)",33,,WBR,auto
287,3400,3402,1,15.96,1,1600,60,secondary,4,"LINESTRING (80.2226530 12.9839729, 80.2227304 12.9840956)",34,,NBT,auto
288,3400,3405,1,18.56,1,1600,60,secondary,4,"LINESTRING (80.2226530 12.9839729, 80.2225623 12.9841152)",34,,NBL,auto
289,3403,3401,1,16.04,1,1600,60,secondary,4,"LINESTRING (80.2226757 12.9841292, 80.2225979 12.9840059)",34,,SBT,auto
290,3403,3405,1,12.39,1,1600,60,secondary,4,"LINESTRING (80.2226757 12.9841292, 80.2225623 12.9841152)",34,,SBR,auto
291,3404,3401,1,5.79,1,1200,40,tertiary,5,"LINESTRING (80.2225469 12.9840215, 80.2225979 12.9840059)",34,,EBR,auto
292,3404,3402,1,21.52,1,1200,40,tertiary,5,"LINESTRING (80.2225469 12.9840215, 80.2227304 12.9840956)",34,,EBL,auto
293,3500,3502,1,16.11,1,1600,60,secondary,4,"LINESTRING (80.2230785 12.9869932, 80.2230967 12.9871378)",35,,NBT,auto
294,3500,3505,1,4.67,1,1600,60,secondary,4,"LINESTRING (80.2230785 12.9869932, 80.2231153 12.9870150)",35,,NBR,auto
295,3503,3501,1,15.89,1,1600,60,secondary,4,"LINESTRING (80.2230325 12.9871445, 80.2230146 12.9870019)",35,,SBT,auto
296,3503,3505,1,16.9,1,1600,60,secondary,4,"LINESTRING (80.2230325 12.9871445, 80.2231153 12.9870150)",35,,SBT,auto
297,3504,3501,1,15.53,1,1200,40,tertiary,5,"LINESTRING (80.2231370 12.9870746, 80.2230146 12.9870019)",35,,WBL,auto
298,3504,3502,1,8.24,1,1200,40,tertiary,5,"LINESTRING (80.2231370 12.9870746, 80.2230967 12.9871378)",35,,WBT,auto
299,3600,3602,1,20.59,1,1600,60,secondary,4,"LINESTRING (80.2200898 12.9909368, 80.2199358 12.9910458)",36,,NBT,auto
300,3603,3601,1,20.54,1,1600,60,secondary,4,"LINESTRING (80.2199813 12.9910777, 80.2200372 12.9909002)",36,,SBT,auto
301,3603,3602,1,6.06,1,1600,60,secondary,4,"LINESTRING (80.2199813 12.9910777, 80.2199358 12.9910458)",36,,SBR,auto
302,4300,4301,1,28.0,1,1800,80,primary,3,"LINESTRING (80.2497663 12.9944890, 80.2498283 12.9942432)",43,,SBT,auto
303,4300,4303,1,16.56,2,1800,80,primary,3,"LINESTRING (80.2497663 12.9944890, 80.2498699 12.9943789)",43,,SBL,auto
304,4302,4301,1,15.8,1,1800,80,primary,3,"LINESTRING (80.2497313 12.9943499, 80.2498283 12.9942432)",43,,EBR,auto
305,4302,4303,1,15.37,2,1800,80,primary,3,"LINESTRING (80.2497313 12.9943499, 80.2498699 12.9943789)",43,,EBT,auto
306,4700,4702,1,13.79,1,1200,40,tertiary,5,"LINESTRING (80.2206083 13.0066037, 80.2207296 13.0066413)",47,,EBT,auto
307,4700,4705,1,25.33,1,1200,40,tertiary,5,"LINESTRING (80.2206083 13.0066037, 80.2207454 13.0067891)",47,,EBL,auto
308,4703,4701,1,13.45,1,1200,40,tertiary,5,"LINESTRING (80.2207218 13.0067360, 80.2206008 13.0067095)",47,,WBT,auto
309,4703,4705,1,6.4,1,1200,40,tertiary,5,"LINESTRING (80.2207218 13.0067360, 80.2207454 13.0067891)",47,,WBR,auto
310,4704,4701,1,16.66,1,1800,80,primary,3,"LINESTRING (80.2206820 13.0065816, 80.2206008 13.0067095)",47,,NBL,auto
311,4704,4702,1,8.38,1,1800,80,primary,3,"LINESTRING (80.2206820 13.0065816, 80.2207296 13.0066413)",47,,NBR,auto
312,4704,4705,1,23.96,1,1800,80,primary,3,"LINESTRING (80.2206820 13.0065816, 80.2207454 13.0067891)",47,,NBT,auto
313,4800,4803,1,6.4,2,1200,40,tertiary,5,"LINESTRING (80.2208023 13.0066470, 80.2207922 13.0065900)",48,,EBR,auto
314,4802,4801,1,9.77,1,1800,80,primary,3,"LINESTRING (80.2208689 13.0067915, 80.2207945 13.0067417)",48,,SBR,auto
315,4802,4803,1,23.78,1,1800,80,primary,3,"LINESTRING (80.2208689 13.0067915, 80.2207922 13.0065900)",48,,SBT,auto
316,5100,5101,1,24.0,2,1800,50,primary,3,"LINESTRING (80.2182325 12.9873427, 80.2182798 12.9875547)",51,,NBT,auto
317,5500,5501,1,9.93,1,1800,50,primary,3,"LINESTRING (80.2343192 12.9811927, 80.2342411 12.9812396)",55,,WBR,auto
318,5500,5503,1,23.96,1,1800,50,primary,3,"LINESTRING (80.2343192 12.9811927, 80.2341078 12.9812555)",55,,WBT,auto
319,5502,5503,1,7.97,1,1800,50,primary,3,"LINESTRING (80.2341771 12.9812315, 80.2341078 12.9812555)",55,,SBR,auto
320,6700,6701,1,22.0,1,1800,80,primary,3,"LINESTRING (80.2472764 13.0065206, 80.2472814 13.0067195)",67,,NBT,auto
321,6700,6703,1,19.39,2,1800,80,primary,3,"LINESTRING (80.2472764 13.0065206, 80.2471497 13.0066443)",67,,NBL,auto
322,6702,6701,1,11.1,1,1800,30,primary,3,"LINESTRING (80.2473526 13.0066474, 80.2472814 13.0067195)",67,,WBR,auto
323,6702,6703,1,22.0,2,1800,30,primary,3,"LINESTRING (80.2473526 13.0066474, 80.2471497 13.0066443)",67,,WBT,auto
324,8600,8601,1,24.0,1,1800,80,primary,3,"LINESTRING (80.2482695 13.0067649, 80.2484906 13.0067744)",86,,EBT,auto
325,8600,8602,1,23.31,1,1800,80,primary,3,"LINESTRING (80.2482695 13.0067649, 80.2484660 13.0068506)",86,,EBL,auto
326,8603,8601,1,17.48,2,1200,40,tertiary,5,"LINESTRING (80.2483759 13.0068855, 80.2484906 13.0067744)",86,,SBL,auto
327,9001,9000,1,24.0,1,1200,35,tertiary,5,"LINESTRING (80.2431865 12.9863009, 80.2434078 12.9863017)",90,,EBT,auto
328,9001,9003,1,7.25,1,1200,35,tertiary,5,"LINESTRING (80.2431865 12.9863009, 80.2432500 12.9862805)",90,,EBR,auto
329,9002,9000,1,6.83,2,1200,40,tertiary,5,"LINESTRING (80.2433466 12.9862868, 80.2434078 12.9863017)",90,,NBR,auto
330,9100,9101,1,24.0,1,1200,35,tertiary,5,"LINESTRING (80.2497793 12.9862872, 80.2500006 12.9862862)",91,,EBT,auto
331,9100,9102,1,6.96,1,1200,35,tertiary,5,"LINESTRING (80.2497793 12.9862872, 80.2498410 12.9862699)",91,,EBR,auto
332,9103,9101,1,7.12,2,1200,40,tertiary,5,"LINESTRING (80.2499378 12.9862673, 80.2500006 12.9862862)",91,,NBR,auto
333,9801,9803,1,20.08,2,1200,40,tertiary,5,"LINESTRING (80.2411357 12.9860993, 80.2412207 12.9862606)",98,,NBR,auto
334,9802,9800,1,21.72,1,1200,35,tertiary,5,"LINESTRING (80.2412272 12.9862197, 80.2410438 12.9861405)",98,,WBL,auto
335,9802,9803,1,4.58,1,1200,35,tertiary,5,"LINESTRING (80.2412272 12.9862197, 80.2412207 12.9862606)",98,,WBR,auto
336,9900,9902,1,24.0,2,1200,40,tertiary,5,"LINESTRING (80.2406699 12.9855183, 80.2405219 12.9853570)",99,,SBT,auto
337,9903,9901,1,24.0,2,1200,40,tertiary,5,"LINESTRING (80.2405938 12.9852935, 80.2407419 12.9854548)",99,,NBT,auto
338,10001,10003,1,13.14,2,1200,40,tertiary,5,"LINESTRING (80.2397042 12.9822252, 80.2396572 12.9823348)",100,,NBT,auto
339,10002,10000,1,25.58,2,1200,40,tertiary,5,"LINESTRING (80.2395631 12.9823572, 80.2396543 12.9821439)",100,,SBT,auto
340,10100,10102,1,14.18,1,1200,40,tertiary,5,"LINESTRING (80.2396136 12.9814526, 80.2396062 12.9813246)",101,,SBT,auto
341,10100,10105,1,20.43,1,1200,40,tertiary,5,"LINESTRING (80.2396136 12.9814526, 80.2397655 12.9813434)",101,,SBL,auto
342,10103,10101,1,13.81,1,1200,40,tertiary,5,"LINESTRING (80.2397030 12.9813230, 80.2397104 12.9814477)",101,,NBT,auto
343,10103,10105,1,7.15,1,1200,40,tertiary,5,"LINESTRING (80.2397030 12.9813230, 80.2397655 12.9813434)",101,,NBR,auto
344,10104,10101,1,21.68,1,1800,50,primary,3,"LINESTRING (80.2395443 12.9813386, 80.2397104 12.9814477)",101,,EBL,auto
345,10104,10102,1,6.89,1,1800,50,primary,3,"LINESTRING (80.2395443 12.9813386, 80.2396062 12.9813246)",101,,EBR,auto
346,10104,10105,1,24.0,1,1800,50,primary,3,"LINESTRING (80.2395443 12.9813386, 80.2397655 12.9813434)",101,,EBT,auto
347,10200,10203,1,7.16,2,1200,40,tertiary,5,"LINESTRING (80.2396054 12.9812818, 80.2395429 12.9812611)",102,,SBR,auto
348,10202,10201,1,6.95,1,1800,50,primary,3,"LINESTRING (80.2397641 12.9812640, 80.2397022 12.9812802)",102,,WBR,auto
349,10202,10203,1,24.0,1,1800,50,primary,3,"LINESTRING (80.2397641 12.9812640, 80.2395429 12.9812611)",102,,WBT,auto
350,10701,10700,1,14.0,2,1800,80,primary,3,"LINESTRING (80.2195047 12.9917150, 80.2195793 12.9916118)",107,,SBT,auto
351,10900,10901,1,20.1,1,1800,10,primary,3,"LINESTRING (80.2196140 12.9915682, 80.2197270 12.9914241)",109,,SBT,auto
352,10900,10902,1,8.26,1,1800,10,primary,3,"LINESTRING (80.2196140 12.9915682, 80.2196467 12.9915008)",109,,SBR,auto
353,11000,11001,1,13.99,2,1600,60,secondary,4,"LINESTRING (80.2197135 12.9913156, 80.2196349 12.9914160)",110,,NBT,auto
354,11100,11101,1,3.99,1,1600,60,secondary,4,"LINESTRING (80.2195447 12.9915238, 80.2195232 12.9915531)",111,,NBT,auto
355,11100,11103,1,2.83,1,1600,60,secondary,4,"LINESTRING (80.2195447 12.9915238, 80.2195472 12.9915493)",111,,NBR,auto
356,11102,11101,1,13.31,1,1800,50,primary,3,"LINESTRING (80.2194944 12.9914361, 80.2195232 12.9915531)",111,,NBL,auto
357,11102,11103,1,13.77,1,1800,50,primary,3,"LINESTRING (80.2194944 12.9914361, 80.2195472 12.9915493)",111,,NBT,auto
358,11400,11401,1,10.0,2,1800,10,primary,3,"LINESTRING (80.2194988 12.9915914, 80.2194477 12.9916666)",114,,NBT,auto
359,11600,11601,1,23.96,1,1800,80,primary,3,"LINESTRING (80.2184962 13.0014851, 80.2186285 13.0016587)",116,,NBT,auto
360,11600,11602,1,5.26,1,1800,80,primary,3,"LINESTRING (80.2184962 13.0014851, 80.2185352 13.0015134)",116,,NBR,auto
361,11603,11601,1,5.05,2,1800,80,primary,3,"LINESTRING (80.2186096 13.0016169, 80.2186285 13.0016587)",116,,WBR,auto
362,11700,11701,1,24.0,1,1800,80,primary,3,"LINESTRING (80.2219019 13.0090089, 80.2220018 13.0092026)",117,,NBT,auto
363,11700,11702,1,11.62,1,1800,80,primary,3,"LINESTRING (80.2219019 13.0090089, 80.2220077 13.0089923)",117,,NBR,auto
364,11703,11701,1,13.97,2,1800,80,primary,3,"LINESTRING (80.2220764 13.0090996, 80.2220018 13.0092026)",117,,WBR,auto
365,11900,11902,1,19.86,1,1200,40,tertiary,5,"LINESTRING (80.2247029 12.9865653, 80.2245222 12.9865948)",119,,WBT,auto
366,11903,11901,1,20.27,1,1200,40,tertiary,5,"LINESTRING (80.2245043 12.9865340, 80.2246806 12.9864729)",119,,EBT,auto
367,12202,12200,1,4.45,1,1600,60,secondary,4,"LINESTRING (80.2402486 13.0068017, 80.2402095 13.0068140)",122,,SBR,auto
368,12202,12201,1,18.6,1,1600,60,secondary,4,"LINESTRING (80.2402486 13.0068017, 80.2400809 13.0067668)",122,,SBR,auto
369,12203,12200,1,17.24,1,1800,50,primary,3,"LINESTRING (80.2403341 13.0067172, 80.2402095 13.0068140)",122,,WBR,auto
370,12203,12201,1,28.0,2,1800,50,primary,3,"LINESTRING (80.2403341 13.0067172, 80.2400809 13.0067668)",122,,WBT,auto
371,12800,12801,1,23.96,1,1800,50,primary,3,"LINESTRING (80.2340981 12.9813248, 80.2343100 12.9812632)",128,,EBT,auto
372,12800,12803,1,10.38,1,1800,50,primary,3,"LINESTRING (80.2340981 12.9813248, 80.2341726 12.9812659)",128,,EBR,auto
373,12802,12801,1,8.05,1,1800,50,primary,3,"LINESTRING (80.2342366 12.9812740, 80.2343100 12.9812632)",128,,NBR,auto
374,13101,13103,1,24.77,2,1200,40,tertiary,5,"LINESTRING (80.2219490 12.9842373, 80.2217283 12.9842947)",131,,WBT,auto
375,13102,13100,1,23.08,2,1200,40,tertiary,5,"LINESTRING (80.2217110 12.9842012, 80.2219167 12.9841477)",131,,EBT,auto
376,13201,13203,1,23.6,2,1200,40,tertiary,5,"LINESTRING (80.2213451 12.9843119, 80.2211294 12.9843403)",132,,WBT,auto
377,13202,13200,1,24.37,2,1200,40,tertiary,5,"LINESTRING (80.2211131 12.9842467, 80.2213358 12.9842174)",132,,EBT,auto
378,13400,13401,1,23.98,1,1800,50,primary,3,"LINESTRING (80.2308018 12.9817231, 80.2306094 12.9816162)",134,,WBT,auto
379,13400,13403,1,5.62,1,1800,50,primary,3,"LINESTRING (80.2308018 12.9817231, 80.2307500 12.9817203)",134,,WBR,auto
380,13402,13401,1,7.56,2,1800,80,primary,3,"LINESTRING (80.2306224 12.9816834, 80.2306094 12.9816162)",134,,SBR,auto
381,13601,13600,1,23.96,1,1800,50,primary,3,"LINESTRING (80.2321020 12.9820428, 80.2323214 12.9820165)",136,,EBT,auto
382,13601,13602,1,16.07,1,1800,50,primary,3,"LINESTRING (80.2321020 12.9820428, 80.2321985 12.9821531)",136,,EBL,auto
383,13603,13600,1,24.45,2,1200,40,tertiary,5,"LINESTRING (80.2321149 12.9821052, 80.2323214 12.9820165)",136,,SBT,auto
384,14001,14003,1,18.02,1,1200,40,tertiary,5,"LINESTRING (80.2180548 12.9842856, 80.2179836 12.9841384)",140,,WBL,auto
385,14002,14000,1,16.93,1,1800,50,primary,3,"LINESTRING (80.2179836 12.9843554, 80.2180612 12.9842227)",140,,SBL,auto
386,14002,14003,1,24.0,1,1800,50,primary,3,"LINESTRING (80.2179836 12.9843554, 80.2179836 12.9841384)",140,,SBT,auto
387,14300,14301,1,23.94,1,1800,80,primary,3,"LINESTRING (80.2186960 13.0016117, 80.2185616 13.0014399)",143,,SBT,auto
388,14300,14303,1,5.94,1,1800,80,primary,3,"LINESTRING (80.2186960 13.0016117, 80.2186449 13.0015925)",143,,SBR,auto
389,14302,14301,1,5.52,2,1800,80,primary,3,"LINESTRING (80.2185705 13.0014890, 80.2185616 13.0014399)",143,,EBR,auto
390,15104,15103,1,28.0,1,1800,80,primary,3,"LINESTRING (80.2517697 12.9865764, 80.2518297 12.9863302)",151,,SBT,auto
391,15104,15100,1,38.28,1,1800,80,primary,3,"LINESTRING (80.2517697 12.9865764, 80.2516460 12.9862522)",151,,SBR,auto
392,15104,15105,1,13.68,1,1800,80,primary,3,"LINESTRING (80.2517697 12.9865764, 80.2516860 12.9864839)",151,,SBR,auto
393,15101,15103,1,19.01,1,1800,80,primary,3,"LINESTRING (80.2517808 12.9861651, 80.2518297 12.9863302)",151,,NBR,auto
394,15101,15100,1,17.51,1,1800,80,primary,3,"LINESTRING (80.2517808 12.9861651, 80.2516460 12.9862522)",151,,NBL,auto
395,15101,15105,1,36.73,1,1800,80,primary,3,"LINESTRING (80.2517808 12.9861651, 80.2516860 12.9864839)",151,,NBT,auto
396,15102,15103,1,23.49,1,1200,35,tertiary,5,"LINESTRING (80.2516131 12.9863321, 80.2518297 12.9863302)",151,,EBR,auto
397,15102,15100,1,9.53,1,1200,35,tertiary,5,"LINESTRING (80.2516131 12.9863321, 80.2516460 12.9862522)",151,,EBR,auto
398,15102,15105,1,18.55,1,1200,35,tertiary,5,"LINESTRING (80.2516131 12.9863321, 80.2516860 12.9864839)",151,,EBL,auto
399,15204,15205,1,23.99,1,1800,80,primary,3,"LINESTRING (80.2515262 13.0068177, 80.2517424 13.0067716)",152,,EBT,auto
400,15204,15200,1,31.93,1,1800,80,primary,3,"LINESTRING (80.2515262 13.0068177, 80.2516397 13.0065513)",152,,EBR,auto
401,15204,15203,1,15.17,1,1800,80,primary,3,"LINESTRING (80.2515262 13.0068177, 80.2515634 13.0066855)",152,,EBR,auto
402,15201,15205,1,24.52,1,1200,40,tertiary,5,"LINESTRING (80.2517365 13.0065499, 80.2517424 13.0067716)",152,,NBR,auto
403,15201,15203,1,24.02,1,1200,40,tertiary,5,"LINESTRING (80.2517365 13.0065499, 80.2515634 13.0066855)",152,,NBL,auto
404,15202,15205,1,18.06,1,1800,80,primary,3,"LINESTRING (80.2518138 13.0066240, 80.2517424 13.0067716)",152,,WBR,auto
405,15202,15200,1,20.52,1,1800,80,primary,3,"LINESTRING (80.2518138 13.0066240, 80.2516397 13.0065513)",152,,WBL,auto
406,15202,15203,1,27.98,1,1800,80,primary,3,"LINESTRING (80.2518138 13.0066240, 80.2515634 13.0066855)",152,,WBT,auto
407,15300,15304,1,16.95,1,1600,60,secondary,4,"LINESTRING (80.2431658 12.9812049, 80.2430324 12.9812848)",153,,NBL,auto
408,15300,15305,1,22.27,1,1600,60,secondary,4,"LINESTRING (80.2431658 12.9812049, 80.2432837 12.9813698)",153,,NBR,auto
409,15300,15303,1,12.77,1,1600,60,secondary,4,"LINESTRING (80.2431658 12.9812049, 80.2432681 12.9812621)",153,,NBR,auto
410,15301,15304,1,9.56,1,1800,80,primary,3,"LINESTRING (80.2430247 12.9813709, 80.2430324 12.9812848)",153,,EBR,auto
411,15301,15305,1,28.09,1,1800,80,primary,3,"LINESTRING (80.2430247 12.9813709, 80.2432837 12.9813698)",153,,EBT,auto
412,15301,15303,1,29.0,1,1800,80,primary,3,"LINESTRING (80.2430247 12.9813709, 80.2432681 12.9812621)",153,,EBR,auto
413,15302,15304,1,27.48,1,1800,80,primary,3,"LINESTRING (80.2432858 12.9812801, 80.2430324 12.9812848)",153,,WBT,auto
414,15302,15305,1,9.92,1,1800,80,primary,3,"LINESTRING (80.2432858 12.9812801, 80.2432837 12.9813698)",153,,WBR,auto
415,15302,15303,1,2.76,1,1800,80,primary,3,"LINESTRING (80.2432858 12.9812801, 80.2432681 12.9812621)",153,,WBL,auto
416,15404,15403,1,27.98,1,1800,30,primary,3,"LINESTRING (80.2473353 13.0067723, 80.2475933 13.0067732)",154,,EBT,auto
417,15404,15400,1,30.57,1,1800,30,primary,3,"LINESTRING (80.2473353 13.0067723, 80.2474530 13.0065211)",154,,EBR,auto
418,15404,15402,1,14.62,1,1800,30,primary,3,"LINESTRING (80.2473353 13.0067723, 80.2473796 13.0066475)",154,,EBR,auto
419,15401,15403,1,13.11,1,1800,30,primary,3,"LINESTRING (80.2475823 13.0066551, 80.2475933 13.0067732)",154,,WBR,auto
420,15401,15400,1,20.4,1,1800,30,primary,3,"LINESTRING (80.2475823 13.0066551, 80.2474530 13.0065211)",154,,WBL,auto
421,15401,15402,1,21.99,1,1800,30,primary,3,"LINESTRING (80.2475823 13.0066551, 80.2473796 13.0066475)",154,,WBT,auto
422,15500,15504,1,20.61,1,1800,80,primary,3,"LINESTRING (80.2513878 12.9880418, 80.2515461 12.9879386)",155,,SBL,auto
423,15500,15502,1,13.3,1,1800,80,primary,3,"LINESTRING (80.2513878 12.9880418, 80.2512940 12.9879643)",155,,SBR,auto
424,15500,15503,1,38.05,1,1800,80,primary,3,"LINESTRING (80.2513878 12.9880418, 80.2514747 12.9877084)",155,,SBT,auto
425,15505,15504,1,31.87,1,1800,80,primary,3,"LINESTRING (80.2513563 12.9877186, 80.2515461 12.9879386)",155,,NBR,auto
426,15505,15502,1,28.0,1,1800,80,primary,3,"LINESTRING (80.2513563 12.9877186, 80.2512940 12.9879643)",155,,NBT,auto
427,15505,15503,1,12.89,1,1800,80,primary,3,"LINESTRING (80.2513563 12.9877186, 80.2514747 12.9877084)",155,,NBR,auto
428,15501,15504,1,11.75,1,1800,80,primary,3,"LINESTRING (80.2515673 12.9878344, 80.2515461 12.9879386)",155,,WBR,auto
429,15501,15502,1,32.93,1,1800,80,primary,3,"LINESTRING (80.2515673 12.9878344, 80.2512940 12.9879643)",155,,WBR,auto
430,15501,15503,1,17.18,1,1800,80,primary,3,"LINESTRING (80.2515673 12.9878344, 80.2514747 12.9877084)",155,,WBL,auto
